gene	coef
CD101	-0.587460115929939
SPOCK2	-0.574790798242721
PLAC9	-0.507417686425354
ECSCR	-0.488381456569622
LYVE1	-0.418758930656747
CYP24A1	0.233532507025156
LOC154860	0.264442281976611
TMEM184A	0.272594163260137
LGR4	0.328553091765625
EZH2	0.351585362789892
