gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ABP1	1863.73708714981	4.97700759657744	0.303310115174119	1.0208147212702e-62	5.1964769253644e-61
ABR	5843.25158430931	-0.336222442774145	0.0828900032379951	4.19158044299665e-05	8.45477017620907e-05
ABRA	3.10376978767385	-0.676618750060331	0.21760137171091	0.00135104189050988	0.00232043759884907
ABT1	1702.43933307396	0.354077198108832	0.0698777162421101	4.0993453186501e-07	9.97995641594282e-07
ABTB1	1428.46265801582	-0.794969458948382	0.0868118829088977	3.6848999082588e-20	2.31085032900846e-19
ABTB2	563.743061276879	0.958834903522779	0.123583353925326	3.85773227022095e-15	1.74655130346823e-14
ACAA1	2870.45583241729	-0.326366570106893	0.0809049242069075	4.8820560674655e-05	9.76801050283155e-05
ACAA2	2573.21314685636	-0.669787753901178	0.104275974000115	9.18402196281103e-11	3.00549817563999e-10
ACACA	4549.62102024896	-0.125280472887621	0.0844490528298257	0.124129914093999	0.163546020842122
ACACB	729.535870147323	-1.39092383890591	0.1160102065499	1.89768130384152e-33	2.55642838010335e-32
ACAD10	1304.1220300318	0.40995854839702	0.0775631211225936	1.41141666337626e-07	3.5722623092927e-07
ACAD11	61.4221306812821	-0.13436458618771	0.0988078284046449	0.170905774411007	0.219506556483803
ACAD8	2264.66707317168	1.23424506682053	0.130187610467062	7.9444204763955e-22	5.52264568937099e-21
ACAD9	1853.03289644551	0.118657363428974	0.0559130500511037	0.0362195305297601	0.0519716615536154
ACADL	271.003055716904	-3.14333307181005	0.236668565991443	1.22481882789806e-40	2.3790602401317e-39
ACADM	2339.60567458062	-0.0742655441999503	0.077881708392399	0.335870241227472	0.405840958576902
ACADS	1333.85090226964	-0.23162633485269	0.105898362523321	0.0274842199776131	0.0400721953006499
ACADSB	2007.39298062313	-0.350130959558118	0.128565119496599	0.00518545005454054	0.00829399845236852
ACADVL	10772.3446684174	0.149510657480274	0.0848593720716036	0.0797293501668628	0.10867846806171
ACAN	181.564315787633	1.40553946202707	0.217878420188342	2.4827597220863e-11	8.46134418811668e-11
ACAP1	799.825932867541	0.370734816638312	0.134574508029837	0.00552132631614904	0.00880499467898147
ACAP2	2630.87216518235	-0.267704799715819	0.0862487679668864	0.00181104430714011	0.00306360064288624
ACAP3	1771.12337604604	0.85522229726973	0.101924456748381	2.75830983534337e-17	1.43754668585229e-16
ACAT1	2676.85173072573	-0.482533144218606	0.103120249672475	2.06785676355649e-06	4.731355303872e-06
ACAT2	1206.75284601468	-0.331904482979487	0.102166366555816	0.00107388970070121	0.00186516378931862
ACBD3	4671.25974055814	0.418111531012563	0.0653230931191027	1.44459425860546e-10	4.66719844209335e-10
ACBD4	685.064340764941	0.04255572295523	0.0894544318790655	0.644597633170293	0.720690194626835
ACBD5	2068.70429268949	0.0897510504157357	0.0771661745761933	0.245689909695337	0.305113340687237
ACBD6	1528.82881722245	0.630229924672712	0.0649738334243583	4.30872124682455e-22	3.05265387487089e-21
ACBD7	142.492807695575	0.896953577746824	0.182704649421061	4.56735342200707e-07	1.10798609100346e-06
ACCN1	10.6060831128938	1.13945630240826	0.207778163345345	0.0997040181375086	0.133532801580886
ACCN2	172.453770856828	1.28571208875265	0.166786406829402	3.36592769771152e-15	1.53034345788493e-14
ACCN3	94.3624138414506	0.86252740160458	0.195902499996974	5.37388006362582e-06	1.1797738445758e-05
ACCN4	10.3753469917941	0.613804406272412	0.210896967399915	0.0185069002224699	0.0276006287227642
ACCN5	2.62596395722123	2.8347133385423	0.480846296760528	2.62664981589297e-11	8.94226751180593e-11
ACCS	619.918945883747	0.183349721367992	0.126594706241841	0.146647502951601	0.190761873503782
ACCSL	0.621136086245817	-0.196339661849795	0.352226865838922	0.521196009438872	0.6002804498905
ACD	778.699692600264	0.13609093626238	0.0768018442925619	0.0763015930927204	0.104359365953053
ACE	3923.9533138129	-1.71019224364467	0.124073624147168	1.21975516417054e-43	2.73971102661452e-42
ACE2	413.632804220283	1.60598005022472	0.230682075551868	1.45340109477136e-10	4.69296221193999e-10
ACER1	1.98152392652941	0.0545215043135232	0.232299342942168	0.809473254856601	0.868478990833564
ACER2	166.360506410803	0.236282914965461	0.151636396887554	0.114083718698067	0.151282014604264
ACER3	1055.47258037396	-0.695964006117367	0.0758418181709832	3.32746294633686e-20	2.09018431484241e-19
ACHE	813.473304137038	2.44836246190853	0.245073304944598	8.27109248122783e-25	6.90564259697034e-24
ACIN1	6327.39649686654	0.270412778477761	0.0673456243381859	7.73891000412987e-05	0.000151796259461714
ACLY	8871.84111510703	0.476475076065689	0.0771455759302339	1.47222750720272e-09	4.41081473560894e-09
ACMSD	60.9149930168738	3.48178810486035	0.310704876418781	3.76764707042146e-25	3.20619656924809e-24
ACN9	755.463544024474	1.00036733540002	0.108589705868706	1.46615005027601e-20	9.38227859925491e-20
ACO1	3826.23399633876	0.120741235853378	0.102114571543823	0.273650335330748	0.336427449819751
ACO2	2423.27099718841	-0.13288413145493	0.0718868564007617	0.0619699993946445	0.0860043975843823
ACOT1	265.80523159142	-0.886576430011547	0.112674613632442	2.37121857349604e-15	1.08929211755774e-14
ACOT11	344.862279900308	1.38601579914322	0.126046557545882	9.27000597017797e-29	9.71412196252247e-28
ACOT12	1.14264972735077	2.80491292068964	0.540073288995665	0.000302420254641651	0.000557544078026804
ACOT13	1848.76146798321	0.374068730214256	0.0937110483544773	6.3762061741834e-05	0.000126054024225484
ACOT2	849.215851886559	-0.462408263740923	0.085353554177903	5.30244001776729e-08	1.39186735933733e-07
ACOT4	288.053080441489	-0.00973869382929278	0.115187263568656	0.93213514519192	0.950641265341126
ACOT6	10.2806863464337	-0.0410502519996841	0.173921860234335	0.809159246600159	0.868259905314055
ACOT7	1351.80994283879	0.168698451732763	0.107114993490284	0.112988243825868	0.149943970253466
ACOT8	936.516805470359	0.232743583942702	0.0781614422606771	0.00295923314851723	0.00487864887965656
ACOT9	1620.44242236365	-0.141332099915161	0.0596385730523047	0.0170461063700886	0.0255878815650581
ACOX1	4515.38518921695	0.0960954411581441	0.0700211634886041	0.18171295231248	0.231828965127785
ACOX2	695.742288805297	0.0390664530120215	0.136601870256406	0.773524863297232	0.838158715751292
ACOX3	929.429432291235	0.0481325272026135	0.0778404785912283	0.53651290040861	0.615978107710123
ACOXL	302.033415139882	-1.92857759452345	0.197421422839927	5.73959852330415e-23	4.28163037707681e-22
ACP1	3791.51061355987	0.478148102412242	0.0621078687053426	2.03204471823498e-14	8.69207899106922e-14
ACP2	2961.40251310159	0.206518242508118	0.0640440070674631	0.0012454913169777	0.00214831533495212
ACP5	6888.39523613913	-1.77711611706155	0.128882754023202	1.05397800752579e-43	2.374451353418e-42
ACP6	918.060322841587	1.1450302733719	0.0980129103288107	6.12220895312598e-32	7.56503748503802e-31
ACPL2	611.521466182929	0.364744780322638	0.088637537562336	3.66717860549277e-05	7.44160395325003e-05
ACPP	369.244336399426	-0.0585974466114596	0.126782018890027	0.641199626117009	0.717495795591955
ACPT	4.40598313848198	0.114636164862727	0.186601521568564	0.530714318219964	0.609996870039674
